identity,labels,storage_type,processor_type,unique_id,memory,gpu_type,memory_type,storage,processor,gpu,available_processor,available_storage,name,available_region,available_memory,available_gpu,elementId
1428,Node,SATA HDD,Intel Core i7,1793938f-8fb3-45fa-9e23-1e0b28e7d750,26,AMD Radeon Pro WX,DDR7,1024,24,24,6,256,PowerEdge R740 Rack Server,china,6.5,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1428
1429,Node,External SSD,AMD EPYC,f603ef44-e1c8-4bf2-a663-ab471d817f00,28,NVIDIA Tesla T4,DDR6,2048,26,32,13,1024,ProLiant DL325 Gen10 Rack Server,china,14,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1429
1430,Node,M.2 SSD,AMD Ryzen,2b69e615-cb3b-4ba2-b821-7e167d7c696b,24,NVIDIA Quadro RTX,DDR5,512,22,22,3.6666666666666665,85.33333333333333,SuperServer 6019U Rack Server,china,4,3.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1430
1431,Node,SATA SSD,Intel Core i7,4a2e3d4e-edd6-49e6-afb6-9e4289ecea24,10,AMD Radeon,DDR7,16,8,8,2.6666666666666665,5.333333333333333,Precision 7920 Rack Workstation,china,3.3333333333333335,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1431
1432,Node,Flash Storage,AMD EPYC,003e3fc9-7b67-4a94-acfd-d6736e0130a0,8,NVIDIA Tesla,DDR6,8,6,6,3,4,PrimeServer Rack V Rack Server,china,4,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1432
1433,Node,Fusion Drive,AMD Ryzen,1ac16e74-7f91-4e00-bbb9-f67c978a786c,16,AMD Radeon RX,DDR5,48,14,14,2.3333333333333335,8,ProLiant DL380 Gen10 Rack Server,china,2.6666666666666665,2.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1433
1434,Node,SSD,Intel Xeon,57144f41-60f3-47c5-bac7-709c4b2a96e4,1,NVIDIA GeForce,DDR4,1,1,1,0.3333333333333333,0.3333333333333333,PowerEdge R660 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1434
1435,Node,M.2 SSD,AMD Ryzen,3ba0ae67-8e84-4247-9f21-6849fdcfd2e1,24,NVIDIA Quadro RTX,DDR5,512,22,22,5.5,128,SuperServer 6019U Rack Server,china,6,5.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1435
1436,Node,NVMe,Intel Core i9,c4b8b5cd-d059-4f58-a0ce-784efdc5f26a,4,AMD Radeon Pro,DDR5,4,4,4,1.3333333333333333,1.3333333333333333,ThinkSystem SR650 Rack Server,china,1.3333333333333333,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1436
1437,Node,Fusion Drive,AMD Ryzen,cc940ec3-dafc-4ac9-a4b0-ca036895e5a6,16,AMD Radeon RX,DDR5,48,14,14,3.5,12,ProLiant DL380 Gen10 Rack Server,china,4,3.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1437
1438,Node,Flash Storage,AMD EPYC,0172c675-bb6b-41ca-998f-4d1e63871655,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1438
1439,Node,Flash Storage,AMD EPYC,2cd8a29a-19da-4a15-87cf-ce5137b50e37,8,NVIDIA Tesla,DDR6,8,6,6,1.5,2,PrimeServer Rack V Rack Server,china,2,1.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1439
1440,Node,NVMe,Intel Core i9,7ea79bb8-70af-418e-82cf-7a59d9dea1b8,4,AMD Radeon Pro,DDR5,4,4,4,2,2,ThinkSystem SR650 Rack Server,china,2,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1440
1441,Node,SATA HDD,Intel Core i7,47a2aeb8-d3a5-4378-862d-0c8e8e4af54b,26,AMD Radeon Pro WX,DDR7,1024,24,24,24,1024,PowerEdge R740 Rack Server,china,26,24,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1441
1442,Node,NAS Storage,Intel Xeon,8a645ae7-9aba-4d92-b1e5-730dc8393c77,30,AMD Radeon VII,DDR4,4096,28,48,9.333333333333334,1365.3333333333333,ThinkSystem SR530 Rack Server,china,10,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1442
1443,Node,USB Flash Drive,Intel Core i9,a48ef145-90aa-47dd-8fda-3af1523c1b11,22,NVIDIA GeForce GTX,DDR3,256,20,20,4,51.2,Precision 7920 Tower Workstation,china,4.4,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1443
1444,Node,Flash Memory,Intel Core i5,4b1f0db2-054f-409d-9d79-8aa99a9bb2de,14,NVIDIA Quadro RTX,DDR3,32,12,12,12,32,PowerEdge R640 Rack Server,china,14,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1444
1445,Node,External SSD,AMD EPYC,71ca8a72-56c6-40a6-b32f-6572f2cac6ba,28,NVIDIA Tesla T4,DDR6,2048,26,32,8.666666666666666,682.6666666666666,ProLiant DL325 Gen10 Rack Server,china,9.333333333333334,10.666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1445
1446,Node,SATA HDD,Intel Core i7,60ae0755-2a0c-472a-a254-41d9149ad5d0,26,AMD Radeon Pro WX,DDR7,1024,24,24,6,256,PowerEdge R740 Rack Server,china,6.5,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1446
1447,Node,eMMC Storage,AMD Ryzen,c5f22714-94cb-4df6-84c5-a28facc34ade,32,NVIDIA GeForce RTX,DDR3,8196,30,64,30,8196,PrimeServer Rack IX Rack Server,china,32,64,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1447
1448,Node,SSD,Intel Xeon,9daad36e-1d32-4555-8079-db2d2a8c13c0,1,NVIDIA GeForce,DDR4,1,1,1,1,1,PowerEdge R660 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1448
1449,Node,NAS Storage,Intel Xeon,9a330ecb-3c3d-4e56-9ea5-382144bf6a86,30,AMD Radeon VII,DDR4,4096,28,48,4.666666666666667,682.6666666666666,ThinkSystem SR530 Rack Server,china,5,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1449
1450,Node,Flash Memory,Intel Core i5,e38e5226-37ce-4b84-a391-e1ea2f9343a9,14,NVIDIA Quadro RTX,DDR3,32,12,12,3,8,PowerEdge R640 Rack Server,china,3.5,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1450
1451,Node,M.2 SSD,AMD Ryzen,364295c8-61eb-4a2c-9c85-7ec2a6f1d581,24,NVIDIA Quadro RTX,DDR5,512,22,22,5.5,128,SuperServer 6019U Rack Server,china,6,5.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1451
1452,Node,External HDD,Intel Xeon,df140478-7fd7-4a33-836a-5ec80a1a4ea7,18,NVIDIA Tesla V100,DDR6,64,16,16,16,64,ThinkSystem SR630 Rack Server,china,18,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1452
1453,Node,Flash Storage,AMD EPYC,88489e62-65dc-49c7-b8ff-d840c89d00c1,8,NVIDIA Tesla,DDR6,8,6,6,3,4,PrimeServer Rack V Rack Server,china,4,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1453
1454,Node,SATA SSD,Intel Core i7,8a2f1f8e-a313-42dd-9d76-d89937a3c7ca,10,AMD Radeon,DDR7,16,8,8,2,4,Precision 7920 Rack Workstation,china,2.5,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1454
1455,Node,Hybrid Drive,AMD Ryzen Threadripper,123513d5-cfba-440f-ab1e-cc9a20c85155,12,NVIDIA GeForce RTX,DDR4,24,10,10,2.5,6,SuperServer 10210U Rack Server,china,3,2.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1455
1456,Node,eMMC Storage,AMD Ryzen,00745812-df7e-4f25-a837-46fdd1d6266b,32,NVIDIA GeForce RTX,DDR3,8196,30,64,30,8196,PrimeServer Rack IX Rack Server,china,32,64,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1456
1457,Node,M.2 SSD,AMD Ryzen,f3276435-23dd-4221-84f9-180a10666f96,24,NVIDIA Quadro RTX,DDR5,512,22,22,7.333333333333333,170.66666666666666,SuperServer 6019U Rack Server,china,8,7.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1457
1458,Node,Hybrid Drive,AMD Ryzen Threadripper,8ab23ded-f27b-430d-ab68-cc18c137fe3e,12,NVIDIA GeForce RTX,DDR4,24,10,10,10,24,SuperServer 10210U Rack Server,china,12,10,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1458
1459,Node,SATA HDD,Intel Core i7,188622e1-3f4a-4aa8-9507-33fbadfb9036,26,AMD Radeon Pro WX,DDR7,1024,24,24,6,256,PowerEdge R740 Rack Server,china,6.5,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1459
1460,Node,External SSD,AMD EPYC,0d4a9a18-0c23-4ce8-97bf-0a6985992d34,28,NVIDIA Tesla T4,DDR6,2048,26,32,5.2,409.6,ProLiant DL325 Gen10 Rack Server,china,5.6,6.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1460
1461,Node,NVMe,Intel Core i9,17962b9b-4815-44da-b828-72ba21ffef33,4,AMD Radeon Pro,DDR5,4,4,4,0.8,0.8,ThinkSystem SR650 Rack Server,china,0.8,0.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1461
1462,Node,M.2 SSD,AMD Ryzen,8b6bb27b-75e1-4395-84f3-783def0884d1,24,NVIDIA Quadro RTX,DDR5,512,22,22,22,512,SuperServer 6019U Rack Server,china,24,22,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1462
1463,Node,NVMe,Intel Core i9,13158a02-271e-4d3e-99bb-b71d4dbb5cad,4,AMD Radeon Pro,DDR5,4,4,4,0.8,0.8,ThinkSystem SR650 Rack Server,china,0.8,0.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1463
1464,Node,External SSD,AMD EPYC,ea425bab-4052-4e4e-829c-fd9d6e9a9273,28,NVIDIA Tesla T4,DDR6,2048,26,32,13,1024,ProLiant DL325 Gen10 Rack Server,china,14,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1464
1465,Node,Flash Storage,AMD EPYC,753310ac-2690-4005-8798-39a1c8476918,8,NVIDIA Tesla,DDR6,8,6,6,3,4,PrimeServer Rack V Rack Server,china,4,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1465
1466,Node,SATA SSD,Intel Core i7,cf15eaa0-3dca-4429-a7ac-8137fb928ac1,10,AMD Radeon,DDR7,16,8,8,2,4,Precision 7920 Rack Workstation,china,2.5,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1466
1467,Node,External HDD,Intel Xeon,074c6c34-303c-4c04-b285-20fb75753670,18,NVIDIA Tesla V100,DDR6,64,16,16,2.6666666666666665,10.666666666666666,ThinkSystem SR630 Rack Server,china,3,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1467
1468,Node,M.2 SSD,AMD Ryzen,458a2f10-3ea9-4b87-a301-804f145a442c,24,NVIDIA Quadro RTX,DDR5,512,22,22,7.333333333333333,170.66666666666666,SuperServer 6019U Rack Server,china,8,7.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1468
1469,Node,M.2 SSD,AMD Ryzen,f7523329-c3f7-4943-99ce-7a82f694b234,24,NVIDIA Quadro RTX,DDR5,512,22,22,4.4,102.4,SuperServer 6019U Rack Server,china,4.8,4.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1469
1470,Node,NVMe,Intel Core i9,6db761e5-5ec2-4019-8716-a8aae9f1a1d0,4,AMD Radeon Pro,DDR5,4,4,4,0.8,0.8,ThinkSystem SR650 Rack Server,china,0.8,0.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1470
1471,Node,HDD,AMD Ryzen,5e7fc58d-5826-4fe6-984e-2afa50427b59,2,NVIDIA Quadro,DDR3,2,2,2,0.5,0.5,ProLiant DL360 Gen10 Rack Server,china,0.5,0.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1471
1472,Node,SSD,Intel Xeon,c32d7840-ae13-4979-8e7f-7d1ee6b49dae,1,NVIDIA GeForce,DDR4,1,1,1,0.2,0.2,PowerEdge R660 Rack Server,china,0.2,0.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1472
1473,Node,Flash Memory,Intel Core i5,d6337c86-e08a-489d-8e18-7ac0538004f2,14,NVIDIA Quadro RTX,DDR3,32,12,12,4,10.666666666666666,PowerEdge R640 Rack Server,china,4.666666666666667,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1473
1474,Node,Flash Memory,Intel Core i5,3db86782-6f3d-482d-a324-4f988e71eb4f,14,NVIDIA Quadro RTX,DDR3,32,12,12,4,10.666666666666666,PowerEdge R640 Rack Server,china,4.666666666666667,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1474
1475,Node,Cloud Storage,AMD EPYC,f1f5f313-682a-43e8-9359-8d59a965d1d0,20,AMD Radeon Pro WX,DDR4,128,18,18,3,21.333333333333332,PrimeServer Pro Rack III Rack Server,china,3.3333333333333335,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1475
1476,Node,HDD,AMD Ryzen,9c5f53c8-266b-4a7f-b2b2-67a22a0b40e7,2,NVIDIA Quadro,DDR3,2,2,2,1,1,ProLiant DL360 Gen10 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1476
1477,Node,NAS Storage,Intel Xeon,34406e52-ec60-47d5-94ee-59def1b1395f,30,AMD Radeon VII,DDR4,4096,28,48,9.333333333333334,1365.3333333333333,ThinkSystem SR530 Rack Server,china,10,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1477
1478,Node,SSD,Intel Xeon,6e12f014-720d-42a0-b765-cbf719c0e2bc,1,NVIDIA GeForce,DDR4,1,1,1,0.3333333333333333,0.3333333333333333,PowerEdge R660 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1478
1479,Node,eMMC Storage,AMD Ryzen,a182a5b3-bd02-4ff9-b409-578f3cd51ee7,32,NVIDIA GeForce RTX,DDR3,8196,30,64,15,4098,PrimeServer Rack IX Rack Server,china,16,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1479
1480,Node,HDD,AMD Ryzen,9a4b4d25-c243-4275-839c-37250537f064,2,NVIDIA Quadro,DDR3,2,2,2,0.3333333333333333,0.3333333333333333,ProLiant DL360 Gen10 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1480
1481,Node,Fusion Drive,AMD Ryzen,cc5ef1dd-246f-41ee-bf6f-3f9b3275ac45,16,AMD Radeon RX,DDR5,48,14,14,2.3333333333333335,8,ProLiant DL380 Gen10 Rack Server,china,2.6666666666666665,2.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1481
1482,Node,External SSD,AMD EPYC,1daf2cf9-a5a1-4ce3-975e-b89e6dcbc981,28,NVIDIA Tesla T4,DDR6,2048,26,32,5.2,409.6,ProLiant DL325 Gen10 Rack Server,china,5.6,6.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1482
1483,Node,Flash Storage,AMD EPYC,7130be8d-9bca-4bd2-9dcd-c9e58c5a3214,8,NVIDIA Tesla,DDR6,8,6,6,1.2,1.6,PrimeServer Rack V Rack Server,china,1.6,1.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1483
1484,Node,HDD,AMD Ryzen,73bd8ce1-de79-4ecc-80bf-c42e7823e2d5,2,NVIDIA Quadro,DDR3,2,2,2,0.6666666666666666,0.6666666666666666,ProLiant DL360 Gen10 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1484
1485,Node,Cloud Storage,AMD EPYC,ec4fb66b-0b35-4a3f-9c22-f93657f1db2d,20,AMD Radeon Pro WX,DDR4,128,18,18,6,42.666666666666664,PrimeServer Pro Rack III Rack Server,china,6.666666666666667,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1485
1486,Node,Flash Memory,Intel Core i5,edbe73c9-1d8c-4ee2-b1f3-4bf93d495069,14,NVIDIA Quadro RTX,DDR3,32,12,12,6,16,PowerEdge R640 Rack Server,china,7,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1486
1487,Node,Fusion Drive,AMD Ryzen,f77afe0e-209d-4beb-a888-881c3e8fe2f1,16,AMD Radeon RX,DDR5,48,14,14,14,48,ProLiant DL380 Gen10 Rack Server,china,16,14,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1487
1488,Node,SATA SSD,Intel Core i7,31b30240-0d19-439b-8334-2db3514c92db,10,AMD Radeon,DDR7,16,8,8,2,4,Precision 7920 Rack Workstation,china,2.5,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1488
1489,Node,Fusion Drive,AMD Ryzen,2db833c4-beb1-454d-b83e-53ffef3f3285,16,AMD Radeon RX,DDR5,48,14,14,14,48,ProLiant DL380 Gen10 Rack Server,china,16,14,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1489
1490,Node,eMMC Storage,AMD Ryzen,2300e10e-be01-4193-ae4a-cda309f53b48,32,NVIDIA GeForce RTX,DDR3,8196,30,64,5,1366,PrimeServer Rack IX Rack Server,china,5.333333333333333,10.666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1490
1491,Node,Flash Storage,AMD EPYC,6867082f-cc6b-4a7d-8e91-96372164331b,8,NVIDIA Tesla,DDR6,8,6,6,1.5,2,PrimeServer Rack V Rack Server,china,2,1.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1491
1492,Node,HDD,AMD Ryzen,9044ccbb-9e92-4c42-bb20-1c65d4d17af5,2,NVIDIA Quadro,DDR3,2,2,2,0.5,0.5,ProLiant DL360 Gen10 Rack Server,china,0.5,0.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1492
1493,Node,eMMC Storage,AMD Ryzen,b1fdf8f7-d83d-48a1-b7a9-a7d040294a4e,32,NVIDIA GeForce RTX,DDR3,8196,30,64,7.5,2049,PrimeServer Rack IX Rack Server,china,8,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1493
1494,Node,SATA HDD,Intel Core i7,558725f2-5263-4bc8-9599-931e955aca02,26,AMD Radeon Pro WX,DDR7,1024,24,24,8,341.3333333333333,PowerEdge R740 Rack Server,china,8.666666666666666,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1494
1495,Node,SATA SSD,Intel Core i7,be4c984b-77dc-4e24-bfb2-52baf6d707eb,10,AMD Radeon,DDR7,16,8,8,1.6,3.2,Precision 7920 Rack Workstation,china,2,1.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1495
1496,Node,SATA HDD,Intel Core i7,c785bf41-8bb7-4ff4-a93a-cbca62271e05,26,AMD Radeon Pro WX,DDR7,1024,24,24,4.8,204.8,PowerEdge R740 Rack Server,china,5.2,4.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1496
1497,Node,M.2 SSD,AMD Ryzen,bd417f75-920f-441e-82c7-08f5b49b3eb3,24,NVIDIA Quadro RTX,DDR5,512,22,22,22,512,SuperServer 6019U Rack Server,china,24,22,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1497
1498,Node,eMMC Storage,AMD Ryzen,7f17d22d-f84f-460d-ba7c-b03a90a79a0b,32,NVIDIA GeForce RTX,DDR3,8196,30,64,7.5,2049,PrimeServer Rack IX Rack Server,china,8,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1498
1499,Node,External SSD,AMD EPYC,d3fe9fe7-7ddd-4105-b7f4-55c03eab22d8,28,NVIDIA Tesla T4,DDR6,2048,26,32,26,2048,ProLiant DL325 Gen10 Rack Server,china,28,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1499
1500,Node,USB Flash Drive,Intel Core i9,a5490307-b4ef-44f5-bdb7-db336f7a0e80,22,NVIDIA GeForce GTX,DDR3,256,20,20,5,64,Precision 7920 Tower Workstation,china,5.5,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1500
1501,Node,SATA SSD,Intel Core i7,347e5c22-9ab1-4d73-aa98-9dada11d20dc,10,AMD Radeon,DDR7,16,8,8,4,8,Precision 7920 Rack Workstation,china,5,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1501
1502,Node,SSD,Intel Xeon,d8ef1ec8-7bf8-41ee-823c-26a1d07a03d2,1,NVIDIA GeForce,DDR4,1,1,1,0.16666666666666666,0.16666666666666666,PowerEdge R660 Rack Server,china,0.16666666666666666,0.16666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1502
1503,Node,NVMe,Intel Core i9,32a69693-b4a8-4e07-8510-d536bc9b0bd5,4,AMD Radeon Pro,DDR5,4,4,4,0.6666666666666666,0.6666666666666666,ThinkSystem SR650 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1503
1504,Node,Cloud Storage,AMD EPYC,e45ae71d-e4dc-438a-841c-945c23d2b41c,20,AMD Radeon Pro WX,DDR4,128,18,18,6,42.666666666666664,PrimeServer Pro Rack III Rack Server,china,6.666666666666667,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1504
1505,Node,SSD,Intel Xeon,6b4889ae-2b40-42d9-adcb-58168dc5a59a,1,NVIDIA GeForce,DDR4,1,1,1,0.2,0.2,PowerEdge R660 Rack Server,china,0.2,0.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1505
1506,Node,External HDD,Intel Xeon,5021cd14-9489-409e-8753-7bbbefa15d9c,18,NVIDIA Tesla V100,DDR6,64,16,16,16,64,ThinkSystem SR630 Rack Server,china,18,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1506
1507,Node,External HDD,Intel Xeon,2365e2c9-6e8b-45b7-b97a-31fa4e8a0e7b,18,NVIDIA Tesla V100,DDR6,64,16,16,4,16,ThinkSystem SR630 Rack Server,china,4.5,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1507
1508,Node,Flash Memory,Intel Core i5,2de53768-c4e3-4b86-bf0a-3d7b033db38d,14,NVIDIA Quadro RTX,DDR3,32,12,12,12,32,PowerEdge R640 Rack Server,china,14,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1508
1509,Node,HDD,AMD Ryzen,a7d64a0f-096e-4a71-a247-d30637b112d0,2,NVIDIA Quadro,DDR3,2,2,2,0.3333333333333333,0.3333333333333333,ProLiant DL360 Gen10 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1509
1510,Node,M.2 SSD,AMD Ryzen,59df4fe4-6f3f-4d70-a02e-a1cd0a77ef58,24,NVIDIA Quadro RTX,DDR5,512,22,22,22,512,SuperServer 6019U Rack Server,china,24,22,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1510
1511,Node,NVMe,Intel Core i9,7fe93458-59d3-4711-89c6-fedeffb0b4a7,4,AMD Radeon Pro,DDR5,4,4,4,1.3333333333333333,1.3333333333333333,ThinkSystem SR650 Rack Server,china,1.3333333333333333,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1511
1512,Node,HDD,AMD Ryzen,24091ffc-a160-4ad0-a954-83c3b1f9b951,2,NVIDIA Quadro,DDR3,2,2,2,0.6666666666666666,0.6666666666666666,ProLiant DL360 Gen10 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1512
1513,Node,HDD,AMD Ryzen,7bba29f6-b0e1-4828-b88c-cc2c51293697,2,NVIDIA Quadro,DDR3,2,2,2,0.3333333333333333,0.3333333333333333,ProLiant DL360 Gen10 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1513
1514,Node,Fusion Drive,AMD Ryzen,a5cccbd7-b90b-457b-b37e-b5b1893a9141,16,AMD Radeon RX,DDR5,48,14,14,2.3333333333333335,8,ProLiant DL380 Gen10 Rack Server,china,2.6666666666666665,2.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1514
1515,Node,M.2 SSD,AMD Ryzen,c879b612-ec02-481b-acef-64b8dfc4bc8e,24,NVIDIA Quadro RTX,DDR5,512,22,22,4.4,102.4,SuperServer 6019U Rack Server,china,4.8,4.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1515
1516,Node,SATA HDD,Intel Core i7,5433ed76-09c3-4bb4-a44b-3fc39f60c22c,26,AMD Radeon Pro WX,DDR7,1024,24,24,4.8,204.8,PowerEdge R740 Rack Server,china,5.2,4.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1516
1517,Node,External SSD,AMD EPYC,541f602c-1e0b-43ef-ae40-106ad7b3c46f,28,NVIDIA Tesla T4,DDR6,2048,26,32,6.5,512,ProLiant DL325 Gen10 Rack Server,china,7,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1517
1518,Node,HDD,AMD Ryzen,6177806a-abec-4dbf-9e31-c05e4959e4f4,2,NVIDIA Quadro,DDR3,2,2,2,0.6666666666666666,0.6666666666666666,ProLiant DL360 Gen10 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1518
1519,Node,eMMC Storage,AMD Ryzen,e8319c4f-6ee6-44c6-959b-a61fc80a2f56,32,NVIDIA GeForce RTX,DDR3,8196,30,64,15,4098,PrimeServer Rack IX Rack Server,china,16,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1519
1520,Node,NVMe,Intel Core i9,4dd98645-c304-4131-8796-19c323bdb86f,4,AMD Radeon Pro,DDR5,4,4,4,1,1,ThinkSystem SR650 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1520
